4593	4645	0	0	480	312	16352	-346	74	92	1984	1551	1721	1691
4588	4655	0	0	492	128	15660	-369	45	80	1983	1553	1720	1690
4591	4652	0	0	328	588	16004	-296	76	71	1977	1550	1714	1696
4593	4657	0	0	600	260	15596	-350	42	108	1983	1550	1720	1694
4589	4655	0	0	268	516	16200	-309	80	62	1986	1554	1714	1690
4594	4652	0	0	884	496	15396	-358	38	87	1981	1551	1718	1691
4593	4655	0	0	620	804	15552	-295	87	60	1983	1553	1721	1690
4593	4647	0	0	820	104	15656	-360	34	99	1981	1552	1714	1694
4591	4656	0	0	520	792	15788	-298	96	62	1981	1551	1718	1694
4593	4654	0	0	820	248	15736	-343	38	89	1981	1553	1715	1688
4594	4655	0	0	360	560	15984	-299	81	67	1981	1549	1719	1690
4592	4653	0	0	724	428	15624	-356	36	92	1982	1551	1719	1692
4594	4655	0	0	200	544	16160	-314	72	76	1982	1552	1713	1691
4589	4655	0	0	740	568	15692	-359	40	90	1982	1548	1714	1694
4593	4650	0	0	280	400	16124	-301	77	56	1981	1550	1717	1690
4593	4656	0	0	688	628	15592	-355	45	90	1984	1552	1713	1692
4593	4649	0	0	180	300	16348	-308	64	72	1982	1551	1720	1689
4594	4652	0	0	728	636	15504	-342	40	88	1979	1549	1719	1691
4593	4655	0	0	0	204	16376	-313	71	76	1985	1548	1713	1686
4594	4649	0	0	812	648	15484	-343	38	80	1983	1549	1718	1698
4592	4655	0	0	248	128	16400	-325	58	74	1983	1550	1713	1689
4595	4655	0	0	780	700	15368	-343	39	77	1982	1550	1721	1692
4593	4655	0	0	220	-60	16348	-315	64	81	1986	1555	1713	1696
4593	4651	0	0	792	756	15484	-338	36	66	1982	1550	1715	1692
4593	4655	0	0	352	12	16228	-331	71	83	1985	1549	1719	1689
4593	4651	0	0	832	828	15328	-331	44	69	1983	1554	1716	1688
4594	4652	0	0	184	432	16332	-303	77	68	1983	1550	1716	1707
4591	4655	0	0	720	488	15432	-348	35	93	1974	1551	1718	1690
4594	4649	0	0	108	404	16324	-313	64	61	1983	1551	1712	1689
4591	4654	0	0	768	508	15508	-357	36	100	1985	1551	1715	1690
4595	4655	0	0	192	236	16160	-312	66	67	1982	1553	1719	1688
4594	4657	0	0	828	652	15516	-363	45	85	1977	1550	1713	1693
4592	4650	0	0	148	376	16352	-295	79	62	1982	1549	1717	1693
4594	4655	0	0	684	604	15520	-367	41	88	1980	1552	1714	1689
4593	4656	0	0	124	436	16300	-302	84	60	1982	1551	1716	1691
4594	4652	0	0	688	412	15592	-377	31	90	1981	1550	1719	1690
4591	4657	0	0	320	496	16028	-293	75	57	1983	1552	1713	1692
4594	4649	0	0	780	212	15540	-377	56	105	1982	1549	1718	1694
4591	4654	0	0	496	736	15832	-279	73	42	1981	1552	1717	1687
4592	4655	0	0	908	-40	15764	-376	52	93	1982	1549	1716	1695
4594	4655	0	0	572	788	15396	-283	72	57	1980	1547	1719	1695
4589	4655	0	0	844	-212	15772	-372	54	94	1984	1551	1715	1690
4594	4655	0	0	812	988	15340	-297	65	62	1984	1551	1713	1691
4593	4656	0	0	604	-196	15864	-358	61	93	1983	1552	1719	1688
4593	4652	0	0	788	792	15284	-316	47	64	1983	1551	1716	1687
